id,Wadell_Sphericity,Convexity,Krumbein_Sphericity,Zingg_S_I_Ratio,Zingg_I_L_Ratio,Potticary_Flatness,Potticary_Elongation,Tensor_Compactness,Tensor_Flakiness
1,0.8878667679265645,0.937796782966876,0.8817857852094322,0.9969855763695457,0.8276948928833008,0.004593361013879378,0.06699401984013706,0.7665724239543282,0.025192961324720323
4,0.8907490515504098,0.9399526392939893,0.8826352316944361,0.9973773956298828,0.8292716349640938,0.003898649676961617,0.06557717362800275,0.7680557455117686,0.023396448352061446
5,0.8899073162867998,0.9390987615053836,0.8821321951700453,0.9972790479660034,0.8285387427839515,0.004057512450445857,0.06613550990460866,0.7673586297759938,0.023850448934883285
7,0.8870439994592715,0.9359188687956635,0.8800295782851386,0.9969355084679343,0.8257117728664451,0.004590484184316463,0.06826561958674925,0.7647524326646654,0.025385872391478135
10,0.890190702537654,0.9403106633407581,0.8834263116272797,0.9972630088979547,0.8299565119286108,0.004155120689473632,0.06529723233487232,0.7686402218714333,0.023954939269623755
11,0.8878770323104537,0.9368983603976797,0.8807169246974157,0.9970306049693715,0.8266145774762925,0.004451427427637908,0.06758981117283004,0.7655569104657302,0.02496845091894482
13,0.8892039270669139,0.936635163674689,0.8796840630327192,0.9972803484309803,0.825664565987783,0.003927899285271349,0.06785036138741365,0.7647005674809049,0.023796218539626074
14,0.8935525671848445,0.9428000502549525,0.8844105959000519,0.9976902116428722,0.8317605044743785,0.0034011321452756724,0.06362652473420981,0.7702470778982903,0.021922641891256426
15,0.8883384275232126,0.9365313286805977,0.8800542617053039,0.997142878445712,0.8258829247461608,0.0041968816658481956,0.06791069708674786,0.7649259597236805,0.02444191503834812
19,0.890720210863069,0.939230544955995,0.8818606249183341,0.9974084442312067,0.8283619325454921,0.003800388904184931,0.06605937933347311,0.7671631422945331,0.023240681540047478
20,0.89147391787789,0.9406546823110806,0.8831157426243051,0.9974624135277488,0.8298554698081866,0.003761543025676575,0.06508547678051224,0.7685219079675595,0.023001955855368694
22,0.8909122775681262,0.9404537372274471,0.8831405313042578,0.9973809719085693,0.8298633376212969,0.003917345123934663,0.06522299762231756,0.7685804123488036,0.02339015773454601
23,0.8886646564198651,0.9354573182366636,0.8785690987337843,0.9972507086667147,0.824431690451217,0.003927232154334585,0.06867987061121376,0.7636107176786019,0.02391596416351348
24,0.8909440190596097,0.9401598774075678,0.8828190152833849,0.997397010976618,0.8294731264245021,0.0038717095804814664,0.06540061587310698,0.7681661718220509,0.023309688747516606
26,0.889145018428941,0.9376244033034826,0.8808528677129526,0.9972196600653909,0.8269867358142382,0.004102478495850745,0.06713194947644888,0.7659169025070616,0.02410327975849163
27,0.8875456712218565,0.9364493958985697,0.8804034610502854,0.9969977682287042,0.8261582443158921,0.004491550757342743,0.06791330389229647,0.7651394354581522,0.0251173240519479
28,0.8895722176236343,0.9375081056422455,0.8804834058588803,0.9973092837767168,0.8265863934608355,0.003910555458989822,0.06727963685989378,0.7655842049442737,0.023670518134864416
29,0.8936820992467508,0.944040332421451,0.8858346029350428,0.9976558035070245,0.833217936019375,0.0035261665276872614,0.06281106856213994,0.7716064110240931,0.022115007674865652
30,0.8898758537187916,0.9378977799278548,0.8807440817225869,0.997327056798068,0.8270949990782019,0.003901471273921844,0.06693913473422268,0.7660010557537977,0.02360971003593076
